collegeName,aliasName,state,city,photo,rank,ACT,aidPercent,acceptance,tuition,gpa,enrollment,SAT,costAfterAid,type,academicCalendar,setting,website
Kutztown University of Pennsylvania,,PA,Kutztown,https://www.usnews.com/dims4/USNEWS/3281444/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe5%2F715629c9584bda31c0ca801372cc0c%2Fcollege-photo_3938.jpg,#126,18,,81,14808,3.2,7391,970,,Public,Semester,Rural,http://www.kutztown.edu
University of Southern Indiana,,IN,Evansville,https://www.usnews.com/dims4/USNEWS/766183e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F92%2Ff72d59bcf83df964c2aa95a21f7dd5%2Fcollege-photo_14599.jpg,#105,19,,95,19957,3.4,7513,980,,Public,Semester,Suburban,http://www.usi.edu
University of Texas--Rio Grande Valley,,TX,Edinburg,https://www.usnews.com/dims4/USNEWS/4797add/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F5c%2F9e221e6b76f76c2a867b4e625c19a8%2Fcollege-photo_34962.jpg,#293-#381,17,,81,17773,,24678,950,,Public,Semester,N/A,http://www.utrgv.edu/en-us/index.htm
University of Arkansas--Pine Bluff,University of Arkansas Pine Bluff,AR,Pine Bluff,https://www.usnews.com/dims4/USNEWS/8ce6d53/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff5%2F639dd3243b039531ea31898828f6a7%2Fcollege-photo_27183.jpg,#34,16,,44,14304,3,2473,890,,Public,Semester,City,http://www.uapb.edu/
Cairn University,,PA,Langhorne,,#126,17,,89,27279,,805,890,,Private,Semester,Suburban,http://cairn.edu/
Ferris State University,,MI,Big Rapids,https://www.usnews.com/dims4/USNEWS/79d4cb2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff2%2Faa934886b8453802181c49d69cc6ff%2Fcollege-photo_31921.jpg,#293-#381,19,,81,13469,3.3,11885,940,,Public,Semester,Rural,http://www.ferris.edu
University of Redlands,,CA,Redlands,https://www.usnews.com/dims4/USNEWS/c0c37cd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe4%2Ff9520dfac71ca3e3ae97e76e1cf0fb%2Fcollege-photo_30381.jpg,#16,23,,75,,,,1070,,Private,4/1/2004,Suburban,http://www.redlands.edu
Duquesne University,,PA,Pittsburgh,https://www.usnews.com/dims4/USNEWS/d5cd5d8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F57%2F7d78fcf1382ba8c210dbe6ab3dae11%2Fcollege-photo_18781.jpg,#132,24,66,72,39992,3.8,6013,1140,30745,Private,Semester,Urban,http://www.duq.edu
Skidmore College,,NY,Saratoga Springs,https://www.usnews.com/dims4/USNEWS/90395de/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc1%2F627f6ad69fd172842a5d23a02e7102%2Fcollege-photo_19600.jpg,#39,27,42,27,56172,,2612,1223,25080,Private,Semester,Suburban,http://www.skidmore.edu
Northwest Nazarene University,,ID,Nampa,https://www.usnews.com/dims4/USNEWS/29244c4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F59%2F8c6ac9309378e266a9155f7172c8e5%2Fcollege-photo_31150.jpg,#43,20,52,96,31050,3.6,1463,1020,33769,Private,Semester,City,http://www.nnu.edu
Plaza College,,NY,Forest Hills,https://www.usnews.com/dims4/USNEWS/3098db9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F20%2F8e84badf807c1e45ab800b554d00f2%2Fcollege-photo_24509.jpg,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.plazacollege.edu
Lancaster Bible College,,PA,Lancaster,,#129-#170,20,,57,26170,,1688,1000,,Private,Semester,City,//www.lbc.edu/
Texas State University,Texas State University San Marcos,TX,San Marcos,,#293-#381,20,,78,23917,,34187,1010,,Public,Semester,Rural,http://www.uri.edu
CUNY--City College,CUNY City College CUNY City College,NY,New York,https://www.usnews.com/dims4/USNEWS/65699a6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdc%2F92c8f6868242a02f5a5c8302803826%2Fcollege-photo_6100.jpg,#228,,,38,18475,3.3,13666,950,,Public,Semester,Urban,//admissions@ccny.cuny.edu
St. Mary's University of San Antonio,St Mary's University of San Antonio Saint Mary's University of San Antonio St Marys University of San Antonio Saint Marys University of San Antonio St. Marys University of San Antonio,TX,San Antonio,https://www.usnews.com/dims4/USNEWS/e148998/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F04%2Fd208fee5e3f9d396044a6771a33d0a%2Fcollege-photo_29672.jpg,#10,21,70,75,32140,3.6,2373,1050,22516,Private,Semester,City,http://www.stmarytx.edu
California State University--Long Beach,Cal State University Long Beach California State University Long Beach,CA,Long Beach,https://www.usnews.com/dims4/USNEWS/2a0ab1a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8b%2F5e1f786b3a018145468e101e1e78c8%2Fcollege-photo_7336.jpg,#20,20,,31,17094,3.6,31447,1040,,Public,Semester,Urban,http://www.csulb.edu
Cornerstone University,,MI,Grand Rapids,,#78,19,,73,25360,3.6,1550,950,,Private,Semester,Suburban,http://www.cornerstone.edu
Lindenwood University,,MO,St. Charles,https://www.usnews.com/dims4/USNEWS/db6bc1c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F0c%2Ffb6f1765d699bf209a154c24625d7a%2Fcollege-photo_23832.jpg,#293-#381,20,,88,18100,3.2,6529,1000,,Private,Differs by program,Suburban,http://www.lindenwood.edu
University of Tennessee--Chattanooga,University of Tennessee Chattanooga,TN,Chattanooga,https://www.usnews.com/dims4/USNEWS/5e9042d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb2%2F58913bdeefc24159a0489e204c436b%2Fcollege-photo_11489.jpg,#293-#381,21,,76,25774,3.6,10239,990,,Public,Semester,City,http://www.utc.edu
California State University--Chico,Cal State University Chico California State University Chico,CA,Chico,https://www.usnews.com/dims4/USNEWS/77b3839/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F18%2F48bf4ba8754efef8b3664d2c85a028%2Fcollege-photo_5739.jpg,#27,19,1,65,19458,3.4,16420,990,33051,Public,Semester,Rural,http://www.csuchico.edu
John Paul the Great Catholic University,,CA,Escondido,https://www.usnews.com/dims4/USNEWS/4d9e182/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fbe%2F6b5f097164e76dc419a934e454e137%2Fcollege-photo_32577.jpg,#16,20,,90,27000,3.4,286,960,,Private,Quarter,City,https://jpcatholic.edu/
Edinboro University of Pennsylvania,,PA,Edinboro,https://www.usnews.com/dims4/USNEWS/a32953d/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F69%2Fed04721dc5aabfb653c1737a061236%2Fcollege-photo_25532.jpg,#129-#170,17,,80,14401,3.5,3572,960,,Public,Semester,Rural,http://www.edinboro.edu
Trinity Christian College,,IL,Palos Heights,https://www.usnews.com/dims4/USNEWS/66761ec/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F35%2F6fcd7c63b44fcbbec814a48805ac5f%2Fcollege-photo_15.jpg,#20,19,78,80,30950,3.3,1063,950,26642,Private,Semester,Suburban,http://www.trnty.edu
Bryant University,,RI,Smithfield,https://www.usnews.com/dims4/USNEWS/c1f14a2/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F26%2F82cb57ee4cf2f46852125aa0fda60f%2Fcollege-photo_6617.jpg,#7,24,38,76,45395,3.3,3499,1130,51752,Private,Semester,Suburban,http://www.bryant.edu
Bradley University,,IL,Peoria,https://www.usnews.com/dims4/USNEWS/d0addba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F82%2Fa687e6047f141e66e22b94c48fc3b3%2Fcollege-photo_9520.jpg,#4,23,71,67,34610,3.8,4606,1090,27827,Private,Semester,City,http://www.bradley.edu
Hope International University,,CA,Fullerton,https://www.usnews.com/dims4/USNEWS/aa2b3a9/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F20%2Fcffa6fc1f14764091edcda6571031e%2Fcollege-photo_16434.jpg,#87-#113,19,,29,33400,3.1,683,930,,Private,4/1/2004,Suburban,http://www.hiu.edu
Houston Baptist University,,TX,Houston,https://www.usnews.com/dims4/USNEWS/4ccd53b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fa8%2Fb035a64879584088f582c5ae7fed28%2Fcollege-photo_5205.jpg,#61,20,,70,33450,3.4,2321,1030,,Private,Semester,Urban,http://www.hbu.edu
Santa Monica College,,CA,Santa Monica,,Unranked,,,,,,,,,Public,N/A,N/A,//www.smc.edu
Pontifical Catholic University of Puerto Rico--Arecibo,,PR,Arecibo,,Unranked,,,95,,,,,,Private,N/A,N/A,//www.edcc.edu
Wells College,,NY,Aurora,https://www.usnews.com/dims4/USNEWS/816ce22/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F42%2Fdf8f2c5f7856ec7ab4f2fd3504eb32%2Fcollege-photo_36005.jpg,#124,21,,79,30900,3.4,470,1000,,Private,Semester,Rural,https://www.wells.edu/
Baptist Missionary Association Theological Seminary,,TX,Jacksonville,,Unranked,,,,,,,,,Private,N/A,N/A,//www.bmats.edu/
Southwestern Assemblies of God University,,TX,Waxahachie,https://www.usnews.com/dims4/USNEWS/cf2a237/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F38%2Fdbae6ab939a9941f7d9c02c5ad2c19%2Fcollege-photo_18433.jpg,#87-#113,17,,28,,,,900,,Private,Semester,Suburban,http://www.sagu.edu/
Waldorf University,,IA,Forest City,,#117-#153,18,,72,,,,930,,Proprietary,N/A,N/A,http://www.waldorf.edu
Felician University,,NJ,Lodi,,#129-#170,15,,81,35000,3.2,1624,920,,Private,Semester,Suburban,http://www.felician.edu
Benedictine University,,IL,Lisle,https://www.usnews.com/dims4/USNEWS/d00f5a3/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8c%2F15b23257f13cdf43fd47043287c372%2Fcollege-photo_27667.jpg,#293-#381,19,,65,34290,3.4,2718,980,,Private,Semester,Suburban,//www.ben.edu
South Seattle College,Seattle Community College South Campus,WA,Seattle,,Unranked,,,,,,,,,Public,N/A,N/A,//www.southseattle.edu
Indiana University of Pennsylvania,,PA,Indiana,https://www.usnews.com/dims4/USNEWS/0303736/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F59%2F2633f0f023574215764b906341cc26%2Fcollege-photo_36082.jpg,#293-#381,17,,93,17674,3.2,9215,910,,Public,Semester,Rural,http://www.iup.edu
Valencia College,,FL,Orlando,,Unranked,,,,,,,,,Public,N/A,N/A,hi
City University of Seattle,,WA,Seattle,,Unranked,,,,,,,,,Private,N/A,N/A,//www.cityu.edu
Virginia Military Institute,,VA,Lexington,https://www.usnews.com/dims4/USNEWS/136a1b4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fec%2F8f07d976069400097b90c856c4eea9%2Fcollege-photo_10162.jpg,#72,24,,51,45962,3.7,1685,1100,,Public,Semester,City,http://www.vmi.edu
Humphreys College,,CA,Stockton,,Unranked,,,,,,,,,Private,N/A,N/A,http://www.humphreys.edu
Art Institute of Houston,,TX,Houston,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.artinstitute.edu/houston/
Corban University,,OR,Salem,,#7,21,78,33,33378,,,1040,26362,Private,Semester,Suburban,http://www.corban.edu
Saint Mary-of-the-Woods College,St Mary-of-the-Woods College Saint Mary-of-the-Woods College St Mary of the Woods College Saint Mary of the Woods College St. Mary of the Woods College St. Mary of the Woods College,IN,St. Mary-of-the-Woods,https://www.usnews.com/dims4/USNEWS/b7d8982/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd7%2Fee0f4aec83ea15b923f3ea9db3a96b%2Fcollege-photo_23890.jpg,#46,16,96,72,30500,3.2,819,920,24284,Private,Semester,Rural,http://www.smwc.edu
National University College,,PR,Bayamon,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Texas Southern University,,TX,Houston,https://www.usnews.com/dims4/USNEWS/3934352/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ff5%2F1f082385eebef8f4f030e56fd8366c%2Fcollege-photo_21721.jpg,#293-#381,15,,57,21623,2.8,7604,830,,Public,Semester,Urban,http://www.tsu.edu
Bemidji State University,,MN,Bemidji,https://www.usnews.com/dims4/USNEWS/54232ee/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4b%2F15b8d7aae4effc7af04eacdee02875%2Fcollege-photo_18853.jpg,#92,19,,65,8696,3.2,4727,,,Public,Semester,Rural,http://www.bemidjistate.edu
Southeastern Louisiana University,,LA,Hammond,https://www.usnews.com/dims4/USNEWS/035da05/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F62%2Fd6a41d57e09682018a2e8f50e59d3d%2Fcampus_night.jpg,#96-#122,20,,90,20643,3.3,13360,,,Public,Semester,Rural,http://www.southeastern.edu
Southern New Hampshire University,,NH,Manchester,https://www.usnews.com/dims4/USNEWS/8ea2625/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fc8%2Fa52de73b9206d79028d89fbc66a252%2Fcollege-photo_14353.jpg,#92,18,,91,31136,,3122,990,,Private,Semester,Suburban,http://www.snhu.edu
University of California--Santa Cruz,UC Santa Cruz University of California Santa Cruz,CA,Santa Cruz,https://www.usnews.com/dims4/USNEWS/5f2d097/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8e%2Ffa0566a5854bafa34cbf50251bf6e0%2Fcollege-photo_25690.jpg,#84,24,11,48,43046,3.6,17792,1170,50856,Public,Quarter,Suburban,http://www.ucsc.edu
Indian River State College,,FL,Fort Pierce,https://www.usnews.com/dims4/USNEWS/31b392b/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fcf%2F6512bcc63c09c8412640799cb246f4%2Fcollege-photo_22971.jpg,#65-#84,,,100,9890,,,,,Public,Semester,Suburban,http://www.irsc.edu
Simon Fraser University,,,"Burnaby, British Columbia",,Unranked,,,59,,,25649,,,Public,Trimester,Suburban,https://www.sfu.ca
Ohio State University--Columbus,OSU  Ohio State University Columbus,OH,Columbus,https://www.usnews.com/dims4/USNEWS/56ddbf4/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F4d%2F068670b264e2badab91987f4639cbc%2Fcollege-photo_21645.jpg,#54,27,8,52,32061,,46820,1240,40825,Private,Semester,Rural,http://www.schreiner.edu
Mayville State University,,ND,Mayville,,#50,18,,48,9946,2.9,1077,826,,Public,Semester,Rural,http://www.mayvillestate.edu
Regent's American College London,Regents American College London,,London NW1 4NS,,Unranked,,,,,,,,,Private,N/A,N/A,//www.bacl.ac.uk/default.aspx
College of Charleston,,SC,Charleston,https://www.usnews.com/dims4/USNEWS/27df4e8/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb1%2F4ee75737c2cd0dd0ea735bfd73c9ee%2Fcollege-photo_32891.jpg,#8,22,17,79,33308,3.9,9880,1070,41655,Public,Semester,Urban,http://www.cofc.edu
Lourdes University,,OH,Sylvania,https://www.usnews.com/dims4/USNEWS/3a7f98a/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Ffa%2F23105c36353aca59986ac3c0550780%2Fcollege-photo_8982.jpg,#117-#153,18,,90,23550,3.3,1085,940,,Private,Semester,Suburban,http://www.lourdes.edu
Washington and Lee University,W&L,VA,Lexington,https://www.usnews.com/dims4/USNEWS/ca47f61/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F6f%2Fa50a93380a53a94c06523584cce625%2Fcollege-photo_4002.jpg,#10,31,46,21,54830,,1829,1348,23651,Private,4/4/2001,Rural,http://www.wlu.edu
Edward Waters College,,FL,Jacksonville,,#65-#84,15,,60,,,,790,,Private,N/A,N/A,http://www.ewc.edu
Auburn University,AU,AL,Auburn,https://www.usnews.com/dims4/USNEWS/82a864e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe1%2Fc3e58114b9e270ac11d07a72b8bb7f%2Fcollege-photo_28846.jpg,#104,25,14,75,31124,3.9,24628,1150,41769,Public,Semester,Suburban,http://www.auburn.edu
Marist College,,NY,Poughkeepsie,https://www.usnews.com/dims4/USNEWS/ab40340/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F9e%2F293e71634fb97739f120cf0875211f%2Fcollege-photo_5618.jpg,#10,24,55,46,40525,3.3,5670,1140,41354,Private,Semester,Suburban,http://www.marist.edu
Kettering University,,MI,Flint,https://www.usnews.com/dims4/USNEWS/18e5eba/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fac%2Fa3d54f793119306c0756631dd528d4%2Fcollege-photo_2190.jpg,#13,25,71,70,44380,3.7,1880,1190,40956,Private,Semester,Urban,http://www.kettering.edu
Barry University,,FL,Miami Shores,,#293-#381,17,,91,29850,,3483,940,,Private,Semester,Urban,http://www.barry.edu
School of the Art Institute of Chicago,SAIC,IL,Chicago,https://www.usnews.com/dims4/USNEWS/4eea446/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb4%2Ffb1ce79a718868fa3e10f8518a3076%2Fcollege-photo_18089.jpg,Unranked,22,,58,51875,3.5,2893,1120,,Private,Semester,Urban,http://www.saic.edu
California State University--Channel Islands,California State University Channel Islands,CA,Camarillo,,#43,,,78,,,,,,Public,N/A,N/A,http://www.csuci.edu
Wisconsin Lutheran College,,WI,Milwaukee,https://www.usnews.com/dims4/USNEWS/b5e25cd/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F73%2Ff6e206994e5a58781e0aa619403308%2Fcollege-photo_36651.jpg,#17,20,82,80,30850,3.4,1085,1016,23507,Private,Semester,Suburban,http://www.wlc.edu
Florida Institute of Technology,Florida Tech,FL,Melbourne,https://www.usnews.com/dims4/USNEWS/d5a740c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F54%2F335496639d7a24b4f547936e2a9a3f%2Fcollege-photo_14462.jpg,#202,25,,65,42470,3.7,3680,1150,,Private,Semester,City,http://www.fit.edu
Florida International University,FIU,FL,Miami,https://www.usnews.com/dims4/USNEWS/9c7601c/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fd9%2Fce5c42690f453ae5e351564b57fce3%2Fcollege-photo_20246.jpg,#218,23,,59,18956,4,48439,1090,,Public,Semester,Urban,http://www.fiu.edu
University of Dubuque,,IA,Dubuque,https://www.usnews.com/dims4/USNEWS/f41faca/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F47%2F561962dd0e55f43e073cb9eb79c191%2Fcollege-photo_2627.jpg,#95,16,,73,35570,2.9,1965,850,,Private,4/1/2004,City,http://www.dbq.edu
Colby College,,ME,Waterville,https://www.usnews.com/dims4/USNEWS/ecf6ee6/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fdd%2F27091088cc88b66cc1ab5137c13831%2FConvocation-4_WEB.jpg,#11,31,46,13,57280,,2000,1350,23065,Private,4/1/2004,Rural,http://www.colby.edu
Northwestern State University of Louisiana,,LA,Natchitoches,https://www.usnews.com/dims4/USNEWS/cf73a1e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe3%2Ff3419381f4ed3b91c8035e7b7efbb4%2Fcollege-photo_2286.jpg,#96-#122,19,,66,19368,3.5,9904,930,,Public,Semester,Rural,http://www.nsula.edu
University of Puerto Rico--Utuado,,PR,Utuado,,Unranked,,,40,6182,3,842,,,Public,Semester,Rural,//www.uprutuado.edu
Midwestern Baptist Theological Seminary,,MO,Kansas City,,Unranked,,,,,,,,,Private,N/A,N/A,hi
Art Institute of Portland,,OR,Portland,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.artinstitutes.edu/portland/
Huertas College,,PR,Caguas,,Unranked,,,,,,,,,Proprietary,N/A,N/A,hi
Le Moyne College,LeMoyne College,NY,Syracuse,https://www.usnews.com/dims4/USNEWS/cfb5b76/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fe8%2F8028c9686a15d396a9396bb82c248f%2Fcollege-photo_5925.jpg,#14,23,83,69,35230,3.6,2747,1080,28136,Private,Semester,Suburban,https://www.lemoyne.edu
Georgia Institute of Technology,Georgia Tech,GA,Atlanta,https://www.usnews.com/dims4/USNEWS/fd610f1/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fb7%2F3d7674f4887a909f520eb9c4d17fd1%2F16NE10500-P1-018-h.jpg,#29,31,19,23,33794,4,16049,1390,38041,Public,Semester,Urban,http://admission.gatech.edu
Boston Architectural College,,MA,Boston,https://www.usnews.com/dims4/USNEWS/483ce18/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F97%2F0e47e8df501c18fff93d97c00d432d%2Fcollege-photo_24197.jpg,Unranked,,,100,21894,,272,,,Private,Semester,Urban,http://www.the-bac.edu
University of Phoenix,,AZ,Phoenix,,Unranked,,,,,,,,,Proprietary,N/A,N/A,//www.phoenix.edu
Vanderbilt University,,TN,Nashville,https://www.usnews.com/dims4/USNEWS/d622ae7/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F8c%2F430f3ff9ef5d24a6321b73d987d3e2%2Fcollege-photo_313.jpg,#15,33,49,10,52070,3.8,6861,1450,21142,Private,Semester,Urban,http://www.vanderbilt.edu
Loyola University Maryland,,MD,Baltimore,https://www.usnews.com/dims4/USNEWS/c6ab19e/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F47%2Fc63fec4f2e82e70ba7c566e4c9e9b8%2Fcollege-photo_22103.jpg,#4,25,37,79,50265,3.5,3879,1140,45092,Private,Semester,Urban,http://www.loyola.edu
Texas Tech University,,TX,Lubbock,https://www.usnews.com/dims4/USNEWS/7716228/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2Fba%2F63dfa2b309dad19269d470c9dbc827%2Fcollege-photo_28842.jpg,#218,22,,71,23770,3.6,31957,1070,,Public,Semester,City,http://www.ttu.edu
Manhattanville College,,NY,Purchase,https://www.usnews.com/dims4/USNEWS/a27e022/17177859217/thumbnail/200x150/quality/85/?url=https%3A%2F%2Fmedia.beam.usnews.com%2F25%2F3077595e795f8b42332840fb4f7f33%2Fcollege-photo_11222.jpg,#73,21,58,90,39570,3.2,1588,1030,50514,Private,Semester,Suburban,http://www.mville.edu
